Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
RG31 5PR	RG31 5PR	SU 66655 73927	466655	173927	51.460403	-1.0419696
RG17 0HY	RG17 0HY	SU 33632 68617	433632	168617	51.415579	-1.5177729
RG42 3JP	RG42 3JP	SU 88299 70457	488299	170457	51.426252	-0.73136607
RG42 5JG	RG42 5JG	SU 84022 71273	484022	171273	51.434237	-0.79267473
RG14 1JU	RG14 1JU	SU 46852 67615	446852	167615	51.405634	-1.3278182
RG30 1AT	RG30 1AT	SU 70095 73465	470095	173465	51.455835	-0.99255429
RG14 1JU	RG14 1JU	SU 46852 67615	446852	167615	51.405634	-1.3278182
RG2 7AB	RG2 7AB	SU 72086 72227	472086	172227	51.444456	-0.9641558
SL6 6EL	SL6 6EL	SU 87585 81180	487585	181180	51.522755	-0.73897824
RG30 3AN	RG30 3AN	SU 69125 72020	469125	172020	51.442963	-1.0067945
SL4 1BZ	SL4 1BZ	SU 96935 76553	496935	176553	51.479639	-0.60552193
RG5 4UX	RG5 4UX	SU 77375 73382	477375	173382	51.454142	-0.88781587
RG10 9JA	RG10 9JA	SU 79069 76486	479069	176486	51.481812	-0.86274767
RG1 3PA	RG1 3PA	SU 73496 73329	473496	173329	51.454182	-0.94364265
RG18 3HD	RG18 3HD	SU 51406 67497	451406	167497	51.404179	-1.26237
SL4 5AS	SL4 5AS	SU 96069 76509	496069	176509	51.479391	-0.61800041
SL2 1HD	SL2 1HD	SU 95976 82185	495976	182185	51.530427	-0.61779646
SL5 7LS	SL5 7LS	SU 92065 70602	492065	170602	51.426957	-0.67717645
RG7 5AS	RG7 5AS	SU 63968 71439	463968	171439	51.438345	-1.0810894
RG30 1HG	RG30 1HG	SU 68891 73939	468891	173939	51.460244	-1.0097878
RG45 6JL	RG45 6JL	SU 83447 64161	483447	164161	51.370387	-0.80261507
RG1 7XD	RG1 7XD	SU 70803 73265	470803	173265	51.453949	-0.98240616
SL1 5ND	SL1 5ND	SU 93956 80203	493956	180203	51.51295	-0.64743597
SL1 6BB	SL1 6BB	SU 93913 81059	493913	181059	51.520652	-0.64782762
SL6 8DS	SL6 8DS	SU 89973 81530	489973	181530	51.525527	-0.70447864
SL1 3DQ	SL1 3DQ	SU 96772 80858	496772	180858	51.518363	-0.60668899
SL1 3XU	SL1 3XU	SU 97215 81553	497215	181553	51.524535	-0.60011487
RG12 7BB	RG12 7BB	SU 86771 68127	486771	168127	51.405542	-0.75390754
SL1 2PX	SL1 2PX	SU 97140 79239	497140	179239	51.503748	-0.60183251
SL6 2LP	SL6 2LP	SU 89687 77891	489687	177891	51.49286	-0.70952448
RG41 3DR	RG41 3DR	SU 79767 68876	479767	168876	51.413303	-0.85441119
RG12 8WY	RG12 8WY	SU 85609 67338	485609	167338	51.398626	-0.77079925
SL6 3PH	SL6 3PH	SU 86008 79911	486008	179911	51.51159	-0.76201199
RG1 5PG	RG1 5PG	SU 72939 72715	472939	172715	51.448734	-0.95178389
RG30 6BP	RG30 6BP	SU 67211 73904	467211	173904	51.460131	-1.0339722
RG19 4YF	RG19 4YF	SU 52679 66615	452679	166615	51.396133	-1.2442015
RG7 6NS	RG7 6NS	SU 57744 69978	457744	169978	51.425877	-1.1708605
RG2 7HE	RG2 7HE	SU 72792 71786	472792	171786	51.440401	-0.95408964
SL6 7DQ	SL6 7DQ	SU 88627 81789	488627	181789	51.528067	-0.72381024
SL1 5PP	SL1 5PP	SU 95030 80863	495030	180863	51.518704	-0.63178604
RG12 9PG	RG12 9PG	SU 87316 69054	487316	169054	51.413792	-0.7458463
RG1 3NQ	RG1 3NQ	SU 73268 73399	473268	173399	51.45484	-0.94690893
SL2 5JE	SL2 5JE	SU 98357 80717	498357	180717	51.516823	-0.58389229
RG6 7RU	RG6 7RU	SU 74391 71793	474391	171793	51.440256	-0.9310867
SL4 6AP	SL4 6AP	SU 96577 77561	496577	177561	51.488761	-0.61040015
RG40 3NS	RG40 3NS	SU 80551 65018	480551	165018	51.378509	-0.84401481
RG2 9EH	RG2 9EH	SU 73282 67784	473282	167784	51.404359	-0.94786732
RG1 7XG	RG1 7XG	SU 70777 73109	470777	173109	51.45255	-0.98281144
RG40 1PH	RG40 1PH	SU 81812 69420	481812	169420	51.417902	-0.82488712
RG1 4DH	RG1 4DH	SU 72426 73203	472426	173203	51.453187	-0.959065
RG31 5PP	RG31 5PP	SU 66636 74021	466636	174021	51.46125	-1.0422254
SL2 5JP	SL2 5JP	SU 98732 80705	498732	180705	51.516649	-0.57849301
RG4 8NR	RG4 8NR	SU 71681 75286	471681	175286	51.472007	-0.9693632
RG1 5BS	RG1 5BS	SU 72373 73036	472373	173036	51.451692	-0.95986173
SL5 8AA	SL5 8AA	SU 91392 68722	491392	168722	51.410166	-0.68733791
RG12 0TH	RG12 0TH	SU 87944 67036	487944	167036	51.395554	-0.7373181
RG12 1LH	RG12 1LH	SU 86813 69435	486813	169435	51.417294	-0.75298407
RG41 2RE	RG41 2RE	SU 80342 68570	480342	168570	51.410471	-0.84621424
RG4 8RA	RG4 8RA	SU 71420 76570	471420	176570	51.483584	-0.97286111
RG42 5JG	RG42 5JG	SU 84022 71273	484022	171273	51.434237	-0.79267473
SL6 0PD	SL6 0PD	SU 92774 81151	492774	181151	51.521667	-0.66421498
RG41 2RE	RG41 2RE	SU 80342 68570	480342	168570	51.410471	-0.84621424
RG18 3AS	RG18 3AS	SU 49324 67692	449324	167692	51.406117	-1.2922715
HP7 0HG	HP7 0HG	SU 95705 97605	495705	197605	51.669079	-0.61749976
MK12 5DF	MK12 5DF	SP 81296 40241	481296	240241	52.054601	-0.81578355
HP6 5AY	HP6 5AY	SU 96613 98285	496613	198285	51.675036	-0.60418636
SL8 5RX	SL8 5RX	SU 89315 87405	489315	187405	51.578442	-0.71247088
SL0 9NU	SL0 9NU	TQ 03512 81094	503512	181094	51.519291	-0.50951527
MK18 1NU	MK18 1NU	SP 69745 34183	469745	234183	52.001716	-0.9854464
SL9 9SA	SL9 9SA	SU 99749 90780	499749	190780	51.60703	-0.56098572
MK11 1YA	MK11 1YA	SP 78728 40385	478728	240385	52.056265	-0.85319414
HP12 3AF	HP12 3AF	SU 85221 93779	485221	193779	51.636372	-0.76999006
HP9 2JH	HP9 2JH	SU 94652 90107	494652	190107	51.60186	-0.63474651
HP15 7UW	HP15 7UW	SU 89276 95370	489276	195370	51.650046	-0.71100721
MK2 2EH	MK2 2EH	SP 87769 33857	487769	233857	51.996233	-0.72304032
HP20 1LJ	HP20 1LJ	SP 83535 13940	483535	213940	51.817854	-0.78951584
MK3 6EN	MK3 6EN	SP 86123 33996	486123	233996	51.997739	-0.74697345
MK16 8QT	MK16 8QT	SP 87438 43890	487438	243890	52.086465	-0.72529755
HP11 2SD	HP11 2SD	SU 85771 93256	485771	193256	51.631588	-0.76217275
HP19 9EX	HP19 9EX	SP 79860 15026	479860	215026	51.828153	-0.84256896
HP21 8TR	HP21 8TR	SP 81323 12086	481323	212086	51.801514	-0.8220336
HP13 5DN	HP13 5DN	SU 86442 93467	486442	193467	51.633382	-0.75242854
HP27 0AX	HP27 0AX	SP 80856 03422	480856	203422	51.7237	-0.83081789
HP13 7UN	HP13 7UN	SU 88486 93621	488486	193621	51.634449	-0.72286448
SL7 1DN	SL7 1DN	SU 85338 86825	485338	186825	51.573844	-0.76998999
HP5 3EZ	HP5 3EZ	SP 96250 02541	496250	202541	51.713353	-0.60826154
MK15 8AJ	MK15 8AJ	SP 86121 41010	486121	241010	52.060785	-0.74523937
MK3 7QU	MK3 7QU	SP 84793 34259	484793	234259	52.000308	-0.76627589
MK14 6BL	MK14 6BL	SP 84134 41110	484134	241110	52.061989	-0.77419018
HP17 8JX	HP17 8JX	SP 74458 09334	474458	209334	51.77773	-0.92216166
HP10 9XA	HP10 9XA	SU 90105 90765	490105	190765	51.608519	-0.70021165
HP11 2RN	HP11 2RN	SU 85755 93454	485755	193454	51.63337	-0.76235543
SL2 4AZ	SL2 4AZ	SU 98199 84374	498199	184374	51.549722	-0.58514993
MK14 6GL	MK14 6GL	SP 83833 41880	483833	241880	52.068955	-0.77839083
SL1 7DE	SL1 7DE	SU 92886 82563	492886	182563	51.534341	-0.66222926
HP27 9AX	HP27 9AX	SP 80372 03421	480372	203421	51.72376	-0.83782361
HP16 9EU	HP16 9EU	SP 87205 00839	487205	200839	51.699531	-0.73956965
HP11 2RZ	HP11 2RZ	SU 85854 93435	485854	193435	51.633184	-0.76093003
HP5 1ET	HP5 1ET	SP 95940 01395	495940	201395	51.703105	-0.61306216
HP20 1XB	HP20 1XB	SP 83230 14460	483230	214460	51.822574	-0.79381478
MK2 2TX	MK2 2TX	SP 87307 33805	487307	233805	51.995838	-0.72978086
HP19 8EN	HP19 8EN	SP 81523 14074	481523	214074	51.819356	-0.81866675
HP22 4JF	HP22 4JF	SP 79778 21001	479778	221001	51.881875	-0.84238136
MK18 3DW	MK18 3DW	SP 76874 27966	476874	227966	51.944891	-0.88301006
HP13 6SL	HP13 6SL	SU 86682 93345	486682	193345	51.632248	-0.74899193
SL2 3ER	SL2 3ER	SU 95967 84648	495967	184648	51.552568	-0.61725538
HP9 1PS	HP9 1PS	SU 93486 91079	493486	191079	51.610791	-0.65131811
HP27 9AX	HP27 9AX	SP 80372 03421	480372	203421	51.72376	-0.83782361
HP14 3SX	HP14 3SX	SU 75830 96331	475830	196331	51.660656	-0.90510523
HP14 4LG	HP14 4LG	SU 86479 96569	486479	196569	51.66126	-0.75112821
MK2 3HN	MK2 3HN	SP 87612 31968	487612	231968	51.979278	-0.72580837
SL9 9RR	SL9 9RR	SU 99951 90868	499951	190868	51.607786	-0.55804471
HP13 6SH	HP13 6SH	SU 86654 93282	486654	193282	51.631686	-0.74941195
MK6 4NE	MK6 4NE	SP 86682 36448	486682	236448	52.019692	-0.73821371
UB9 5GA	UB9 5GA	TQ 03861 88357	503861	188357	51.584509	-0.50234489
MK46 5QG	MK46 5QG	SP 88861 51713	488861	251713	52.156554	-0.7024951
HP5 3EZ	HP5 3EZ	SP 96250 02541	496250	202541	51.713353	-0.60826154
MK2 2DJ	MK2 2DJ	SP 87449 33529	487449	233529	51.993335	-0.72778349
MK14 6JY	MK14 6JY	SP 85979 40966	485979	240966	52.060411	-0.74732113
LU7 0NE	LU7 0NE	SP 88431 22943	488431	222943	51.898027	-0.71620463
MK2 3EJ	MK2 3EJ	SP 87772 32866	487772	232866	51.987325	-0.72324998
MK6 2LR	MK6 2LR	SP 86012 38274	486012	238274	52.036209	-0.74751653
MK13 8RN	MK13 8RN	SP 84127 38887	484127	238887	52.042008	-0.77483885
HP10 0EE	HP10 0EE	SU 91358 88586	491358	188586	51.588731	-0.68268927
MK8 9HN	MK8 9HN	SP 82558 38181	482558	238181	52.035898	-0.79787963
HP18 0LY	HP18 0LY	SP 74655 16735	474655	216735	51.844235	-0.91771461
MK18 1JP	MK18 1JP	SP 69710 33999	469710	233999	52.000066	-0.98599352
LU7 0NE	LU7 0NE	SP 88431 22943	488431	222943	51.898027	-0.71620463
MK18 1NU	MK18 1NU	SP 69745 34183	469745	234183	52.001716	-0.9854464
HP22 6LD	HP22 6LD	SP 86788 08214	486788	208214	51.765889	-0.74376552
MK16 0JR	MK16 0JR	SP 87154 42998	487154	242998	52.078493	-0.72966892
MK5 6EY	MK5 6EY	SP 83216 37031	483216	237031	52.025463	-0.78856895
SL9 9SA	SL9 9SA	SU 99749 90780	499749	190780	51.60703	-0.56098572
LU6 2HT	LU6 2HT	SP 97272 19760	497272	219760	51.867947	-0.58865136
HP12 3PP	HP12 3PP	SU 84647 91628	484647	191628	51.617123	-0.77880127
HP20 1PH	HP20 1PH	SP 84046 13435	484046	213435	51.813238	-0.78222664
MK6 4NG	MK6 4NG	SP 86887 36892	486887	236892	52.023651	-0.73511452
MK7 7PB	MK7 7PB	SP 89902 36749	489902	236749	52.021886	-0.69122341
MK15 9ET	MK15 9ET	SP 87079 41155	487079	241155	52.061939	-0.73123261
MK11 1YA	MK11 1YA	SP 78728 40385	478728	240385	52.056265	-0.85319414
HP16 0BG	HP16 0BG	SP 89569 01065	489569	201065	51.701191	-0.7053146
HP7 9NU	HP7 9NU	SU 99225 97522	499225	197522	51.667723	-0.5666408
MK9 2FX	MK9 2FX	SP 85112 38281	485112	238281	52.036411	-0.76063179
MK10 9BQ	MK10 9BQ	SP 89410 39177	489410	239177	52.043789	-0.69775775
MK4 4EN	MK4 4EN	SP 82760 34893	482760	234893	52.006313	-0.79572944
SL9 0RJ	SL9 0RJ	TQ 00445 92441	500445	192441	51.621837	-0.55046319
HP19 8HL	HP19 8HL	SP 80217 14171	480217	214171	51.820416	-0.83758755
NN17 2UR	NN17 2UR	SP 87510 88814	487510	288814	52.490231	-0.71259629
NN2 6LS	NN2 6LS	SP 74968 62251	474968	262251	52.253335	-0.90320203
NN13 6EJ	NN13 6EJ	SP 58609 37687	458609	237687	52.0345	-1.1470427
NN8 3QE	NN8 3QE	SP 87468 68169	487468	268169	52.304684	-0.71860045
NN15 7HP	NN15 7HP	SP 86643 78092	486643	278092	52.394002	-0.72813983
NN10 0GP	NN10 0GP	SP 96816 66303	496816	266303	52.286347	-0.58207999
NN2 8LL	NN2 8LL	SP 74984 64404	474984	264404	52.272686	-0.90249007
NN3 7QP	NN3 7QP	SP 78352 65934	478352	265934	52.285969	-0.8527857
NN4 8QF	NN4 8QF	SP 75049 58495	475049	258495	52.219563	-0.90284835
NN8 4UT	NN8 4UT	SP 88605 69318	488605	269318	52.314829	-0.70162753
NN1 5LY	NN1 5LY	SP 77497 61114	477497	261114	52.242766	-0.86642251
NN16 8DN	NN16 8DN	SP 86261 78923	486261	278923	52.401531	-0.73353833
NN2 6AL	NN2 6AL	SP 75345 61455	475345	261455	52.246129	-0.8978577
NN11 4DY	NN11 4DY	SP 57415 61920	457415	261920	52.252468	-1.1603603
PE8 6PL	PE8 6PL	TL 07044 99061	507044	299061	52.578837	-0.42171184
NN13 6JJ	NN13 6JJ	SP 58119 38061	458119	238061	52.037914	-1.1541214
NN6 7QB	NN6 7QB	SP 62658 67328	462658	267328	52.30051	-1.082564
NN3 8HZ	NN3 8HZ	SP 79502 63489	479502	263489	52.263828	-0.83650604
NN14 6JQ	NN14 6JQ	SP 81153 81536	481153	281536	52.425797	-0.80796591
NN12 6HH	NN12 6HH	SP 69103 48129	469103	248129	52.127159	-0.99197881
PE8 4JA	PE8 4JA	TL 03832 88617	503832	288617	52.485602	-0.47235545
NN10 9TR	NN10 9TR	SP 95232 66716	495232	266716	52.290335	-0.60517765
NN1 3DS	NN1 3DS	SP 75394 61020	475394	261020	52.242212	-0.89723708
NN8 4RW	NN8 4RW	SP 89041 68054	489041	268054	52.303398	-0.69556735
NN2 6AA	NN2 6AA	SP 75372 61599	475372	261599	52.24742	-0.89743024
NN9 5GA	NN9 5GA	SP 94555 70491	494555	270491	52.32438	-0.61404125
NN1 5LT	NN1 5LT	SP 77396 60934	477396	260934	52.241162	-0.86794258
NN9 6UA	NN9 6UA	SP 99009 72948	499009	272948	52.345678	-0.54798809
NN11 6XN	NN11 6XN	SP 51872 53138	451872	253138	52.174071	-1.2428933
NN11 4FE	NN11 4FE	SP 57380 62793	457380	262793	52.260319	-1.1607249
NN3 8DW	NN3 8DW	SP 79497 62752	479497	262752	52.257204	-0.83675261
NN2 7JN	NN2 7JN	SP 75712 62778	475712	262778	52.257971	-0.89218726
NN15 7NX	NN15 7NX	SP 87454 78445	487454	278445	52.397046	-0.71613273
NN15 5PU	NN15 5PU	SP 90170 74363	490170	274363	52.359918	-0.67732423
NN16 8JZ	NN16 8JZ	SP 86542 79040	486542	279040	52.402539	-0.72937901
NN3 8AW	NN3 8AW	SP 79126 64023	479126	264023	52.268682	-0.84188917
NN5 6FR	NN5 6FR	SP 72431 61311	472431	261311	52.245225	-0.94056119
NN3 2HZ	NN3 2HZ	SP 77164 62794	477164	262794	52.257913	-0.87091524
NN3 2JG	NN3 2JG	SP 77515 62282	477515	262282	52.253262	-0.86589131
NN10 9EB	NN10 9EB	SP 95860 65959	495860	265959	52.283423	-0.59618826
NN8 1LT	NN8 1LT	SP 90272 67483	490272	267483	52.298065	-0.67767184
NN3 5EN	NN3 5EN	SP 81704 62650	481704	262650	52.255964	-0.80445122
NN13 6EQ	NN13 6EQ	SP 58614 37848	458614	237848	52.035947	-1.1469423
NN1 4SB	NN1 4SB	SP 76770 61979	476770	261979	52.250642	-0.87687142
NN16 8DN	NN16 8DN	SP 86261 78923	486261	278923	52.401531	-0.73353833
NN7 3BT	NN7 3BT	SP 72694 53175	472694	253175	52.172058	-0.93845403
NN6 7TT	NN6 7TT	SP 58963 72035	458963	272035	52.343231	-1.1359194
NN4 6LW	NN4 6LW	SP 76197 56593	476197	256593	52.202309	-0.88647476
NN1 4QA	NN1 4QA	SP 76987 61776	476987	261776	52.248787	-0.87373961
NN2 6NZ	NN2 6NZ	SP 75290 62465	475290	262465	52.255215	-0.8984383
NN18 0QP	NN18 0QP	SP 87568 88178	487568	288178	52.484506	-0.7119093
NN6 8QE	NN6 8QE	SP 66057 73635	466057	273635	52.356806	-1.0314893
NN14 4QL	NN14 4QL	SP 99649 78999	499649	278999	52.399943	-0.53680028
NN7 4RX	NN7 4RX	SP 62847 59026	462847	259026	52.225861	-1.081336
NN7 1HT	NN7 1HT	SP 83881 58015	483881	258015	52.213976	-0.77371437
NN9 6ET	NN9 6ET	SP 99608 72853	499608	272853	52.344716	-0.5392261
NN7 3QN	NN7 3QN	SP 68045 57487	468045	257487	52.21141	-1.0055579
NN3 8DW	NN3 8DW	SP 79497 62752	479497	262752	52.257204	-0.83675261
NN3 8DW	NN3 8DW	SP 79497 62752	479497	262752	52.257204	-0.83675261
NN2 7PB	NN2 7PB	SP 76397 62819	476397	262819	52.258245	-0.88214433
NN29 7QS	NN29 7QS	SP 90597 62415	490597	262415	52.252461	-0.6742671
NN10 8ED	NN10 8ED	SP 95967 68719	495967	268719	52.30821	-0.59383488
NN9 5LJ	NN9 5LJ	SP 91933 71847	491933	271847	52.337013	-0.65213111
NN6 0EU	NN6 0EU	SP 84846 63668	484846	263668	52.264639	-0.75817668
NN17 1LG	NN17 1LG	SP 88053 89569	488053	289569	52.496929	-0.70440189
NN4 0NY	NN4 0NY	SP 74968 56889	474968	256889	52.205138	-0.90438894
NN17 1QP	NN17 1QP	SP 88027 89452	488027	289452	52.495882	-0.70481566
NN14 4GD	NN14 4GD	SP 99585 78950	499585	278950	52.399515	-0.53775516
NN3 8DW	NN3 8DW	SP 79497 62752	479497	262752	52.257204	-0.83675261
NN4 0GP	NN4 0GP	SP 75072 57697	475072	257697	52.212387	-0.90268849
NN12 6HD	NN12 6HD	SP 69051 48097	469051	248097	52.126878	-0.99274477
NN1 1LG	NN1 1LG	SP 75823 60448	475823	260448	52.237012	-0.89108357
NN18 8LU	NN18 8LU	SP 86957 86594	486957	286594	52.470367	-0.72131713
NN11 4DY	NN11 4DY	SP 57415 61920	457415	261920	52.252468	-1.1603603
NN14 1SN	NN14 1SN	SP 80799 75974	480799	275974	52.375858	-0.8145112
RG9 2DR	RG9 2DR	SU 75838 82766	475838	182766	51.53871	-0.90791807
OX11 7JH	OX11 7JH	SU 52198 90010	452198	190010	51.606515	-1.2476603
OX5 2TQ	OX5 2TQ	SP 52572 14310	452572	214310	51.824945	-1.2386015
OX4 4DH	OX4 4DH	SP 53113 04351	453113	204351	51.73536	-1.2322732
OX1 5PY	OX1 5PY	SP 52279 02374	452279	202374	51.717665	-1.2446453
OX29 4QB	OX29 4QB	SP 43108 09346	443108	209346	51.781125	-1.376527
OX4 2HL	OX4 2HL	SP 54481 04295	454481	204295	51.734726	-1.2124739
OX49 5AF	OX49 5AF	SU 69682 94035	469682	194035	51.64081	-0.99442968
OX3 9JA	OX3 9JA	SP 55002 07339	455002	207339	51.762041	-1.2044498
OX18 2LJ	OX18 2LJ	SP 31153 03464	431153	203464	51.729032	-1.55034
OX2 7BS	OX2 7BS	SP 50928 08669	450928	208669	51.774383	-1.26328
SN6 8AG	SN6 8AG	SU 24052 88980	424052	188980	51.599154	-1.6541443
OX4 1XB	OX4 1XB	SP 53110 05712	453110	205712	51.747596	-1.2321093
OX33 1YJ	OX33 1YJ	SP 60396 05620	460396	205620	51.746033	-1.1266008
RG9 5AJ	RG9 5AJ	SU 69957 86860	469957	186860	51.576274	-0.99188576
OX1 2NA	OX1 2NA	SP 51076 06494	451076	206494	51.754816	-1.2614542
OX28 6JS	OX28 6JS	SP 35366 10020	435366	210020	51.787726	-1.4886779
OX12 9BN	OX12 9BN	SU 39864 89037	439864	189037	51.598772	-1.4258616
RG4 9SW	RG4 9SW	SU 70728 80122	470728	180122	51.515603	-0.98211405
OX2 7BT	OX2 7BT	SP 50910 08712	450910	208712	51.774771	-1.2635346
OX5 1AP	OX5 1AP	SP 49086 13898	449086	213898	51.821558	-1.2892362
OX10 7NE	OX10 7NE	SU 57035 96455	457035	196455	51.663989	-1.1767737
OX16 9SA	OX16 9SA	SP 45126 40255	445126	240255	52.058845	-1.3432361
OX2 9JS	OX2 9JS	SP 48456 06350	448456	206350	51.753753	-1.2994275
OX2 6NW	OX2 6NW	SP 50774 07091	450774	207091	51.76021	-1.2657419
OX14 3JY	OX14 3JY	SU 49681 97275	449681	197275	51.672058	-1.2829735
OX16 9AD	OX16 9AD	SP 45293 40085	445293	240085	52.057303	-1.340823
OX2 7NE	OX2 7NE	SP 50768 08137	450768	208137	51.769615	-1.2656764
OX7 5FA	OX7 5FA	SP 31980 27437	431980	227437	51.944518	-1.5361583
OX4 7EX	OX4 7EX	SP 55573 02388	455573	202388	51.717475	-1.1969663
OX4 1XD	OX4 1XD	SP 53083 05673	453083	205673	51.747248	-1.2325063
OX12 9BN	OX12 9BN	SU 39864 89037	439864	189037	51.598772	-1.4258616
OX14 3EL	OX14 3EL	SU 54643 95829	454643	195829	51.658598	-1.2114518
RG9 2DR	RG9 2DR	SU 75838 82766	475838	182766	51.53871	-0.90791807
OX10 6RL	OX10 6RL	SU 61978 91685	461978	191685	51.620584	-1.1061591
OX10 9DU	OX10 9DU	SU 60480 88785	460480	188785	51.594675	-1.1282935
OX26 6HT	OX26 6HT	SP 58041 22372	458041	222372	51.896882	-1.1579052
OX7 5AL	OX7 5AL	SP 31456 27309	431456	227309	51.943397	-1.5437929
OX16 9AD	OX16 9AD	SP 45293 40085	445293	240085	52.057303	-1.340823
OX14 1BT	OX14 1BT	SU 48307 96989	448307	196989	51.669606	-1.3028804
OX20 1UB	OX20 1UB	SP 44561 16644	444561	216644	51.846623	-1.35453
OX11 0BB	OX11 0BB	SU 51424 89683	451424	189683	51.603646	-1.2588836
OX3 9BP	OX3 9BP	SP 54272 07268	454272	207268	51.761474	-1.2150371
OX5 2NS	OX5 2NS	SP 49665 13233	449665	213233	51.815528	-1.2809316
OX7 6BW	OX7 6BW	SP 27823 18375	427823	218375	51.863268	-1.5973619
OX18 4LS	OX18 4LS	SP 25001 12184	425001	212184	51.807739	-1.6387871
OX4 2NB	OX4 2NB	SP 54834 04464	454834	204464	51.736211	-1.2073362
OX1 2NR	OX1 2NR	SP 51027 06523	451027	206523	51.755081	-1.2621598
OX9 3JZ	OX9 3JZ	SP 71308 05648	471308	205648	51.745004	-0.96856674
SN7 7YU	SN7 7YU	SU 29150 94842	429150	194842	51.651619	-1.5800578
OX26 6AT	OX26 6AT	SP 58096 22369	458096	222369	51.896849	-1.1571065
OX14 3LB	OX14 3LB	SU 49782 97272	449782	197272	51.672022	-1.2815135
OX15 0TQ	OX15 0TQ	SP 46648 31821	446648	231821	51.982898	-1.3221855
OX17 1FB	OX17 1FB	SP 46656 46710	446656	246710	52.116749	-1.3200411
OX15 4ES	OX15 4ES	SP 42984 35738	442984	235738	52.018407	-1.3750421
OX16 9DB	OX16 9DB	SP 45596 39412	445596	239412	52.051228	-1.3364937
OX4 1JS	OX4 1JS	SP 52472 05780	452472	205780	51.748268	-1.2413395
OX16 3WT	OX16 3WT	SP 46698 41185	446698	241185	52.067076	-1.3201828
OX4 1XD	OX4 1XD	SP 53083 05673	453083	205673	51.747248	-1.2325063
OX15 5RQ	OX15 5RQ	SP 35820 37816	435820	237816	52.037596	-1.4792149
OX1 1UL	OX1 1UL	SP 51287 05680	451287	205680	51.747478	-1.2585175
RG8 0PR	RG8 0PR	SU 64118 82116	464118	182116	51.534317	-1.0769961
OX28 6JQ	OX28 6JQ	SP 35498 09879	435498	209879	51.78645	-1.4867787
OX26 3EU	OX26 3EU	SP 58526 23512	458526	223512	51.90708	-1.1506644
OX12 7LU	OX12 7LU	SU 40259 90236	440259	190236	51.609524	-1.4200219
OX18 1JA	OX18 1JA	SP 28618 07454	428618	207454	51.76504	-1.5867158
OX3 0LY	OX3 0LY	SP 53139 07957	453139	207957	51.767777	-1.2313468
SN7 7YU	SN7 7YU	SU 29150 94842	429150	194842	51.651619	-1.5800578
OX2 6NW	OX2 6NW	SP 50774 07091	450774	207091	51.76021	-1.2657419
OX14 1XR	OX14 1XR	SU 50205 99075	450205	199075	51.688194	-1.2751384
OX1 2NP	OX1 2NP	SP 51042 06523	451042	206523	51.755079	-1.2619425
OX5 1AP	OX5 1AP	SP 49086 13898	449086	213898	51.821558	-1.2892362
OX1 4JA	OX1 4JA	SP 51568 06159	451568	206159	51.751759	-1.2543767
OX4 4DH	OX4 4DH	SP 53113 04351	453113	204351	51.73536	-1.2322732
OX7 3PQ	OX7 3PQ	SP 35747 19646	435747	219646	51.874245	-1.4821635
OX26 6XX	OX26 6XX	SP 59395 21769	459395	221769	51.891318	-1.1383338
OX2 6NW	OX2 6NW	SP 50774 07091	450774	207091	51.76021	-1.2657419
OX1 4RP	OX1 4RP	SP 51460 04772	451460	204772	51.739299	-1.2561459
OX28 3FS	OX28 3FS	SP 36408 09404	436408	209404	51.782121	-1.4736365
OX3 8RZ	OX3 8RZ	SP 55246 05562	455246	205562	51.746042	-1.2011965
OX26 3HA	OX26 3HA	SP 58141 23861	458141	223861	51.910257	-1.1562014
OX28 5YT	OX28 5YT	SP 33925 09835	433925	209835	51.786152	-1.5095863
OX11 7GD	OX11 7GD	SU 52653 90958	452653	190958	51.614995	-1.2409487
BS22 9HF	BS22 9HF	ST 35321 62758	335321	162758	51.360192	-2.9303322
BS20 6AQ	BS20 6AQ	ST 46814 76266	346814	176266	51.482834	-2.7673146
BS14 0SU	BS14 0SU	ST 60314 68452	360314	168452	51.413689	-2.5720365
BS3 1AS	BS3 1AS	ST 58434 71987	358434	171987	51.445337	-2.5994835
BS11 9SB	BS11 9SB	ST 53108 76905	353108	176905	51.489137	-2.676768
BS14 8PT	BS14 8PT	ST 62252 68201	362252	168201	51.411565	-2.5441444
BA3 3PL	BA3 3PL	ST 68872 54840	368872	154840	51.291834	-2.4477897
BS6 5PT	BS6 5PT	ST 59150 74338	359150	174338	51.466527	-2.5894539
BS16 3TD	BS16 3TD	ST 63500 75768	363500	175768	51.479683	-2.526984
BS36 2DE	BS36 2DE	ST 65780 81705	365780	181705	51.533206	-2.4947318
BS5 0UA	BS5 0UA	ST 60381 74225	360381	174225	51.465599	-2.5717211
BS23 1YA	BS23 1YA	ST 32233 61057	332233	161057	51.344539	-2.974352
BS9 3AA	BS9 3AA	ST 57209 77302	357209	177302	51.493033	-2.6177543
BS35 1DP	BS35 1DP	ST 64249 90578	364249	190578	51.612888	-2.5177087
BS34 6BQ	BS34 6BQ	ST 61605 81314	361605	181314	51.529421	-2.5548758
BA2 4JT	BA2 4JT	ST 75435 64207	375435	164207	51.37638	-2.3543213
BS25 1AF	BS25 1AF	ST 42213 57676	342213	157676	51.315245	-2.8305321
BS7 9RR	BS7 9RR	ST 60086 76941	360086	176941	51.489998	-2.5762753
